Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
9-February-2018,6.13,6.54,6.13,6.42,6.364259716058913904,1433889,948,9125642.00,504927,35.21,0.41,0.29
8-February-2018,6.26,6.70,6.26,6.45,6.504033892179328294,1870402,1111,12165158.00,806570,43.12,0.44,0.19
7-February-2018,6.06,6.40,6.06,6.29,6.316712215034420728,1445350,949,9129860.00,614888,42.54,0.34,0.23
6-February-2018,6.00,6.18,5.84,6.08,6.033233018648651056,2469562,1384,14899443.00,1174330,47.55,0.34,0.08
5-February-2018,6.40,6.50,6.15,6.37,6.349620966195643848,1945341,1210,12352178.00,842082,43.29,0.35,-0.03
2-February-2018,6.97,7.05,6.55,6.63,6.735314066976215644,2597758,1482,17496716.00,1211418,46.63,0.50,-0.34
1-February-2018,7.22,7.30,6.98,7.07,7.150400730505995718,2510041,1175,17947799.00,706246,28.14,0.32,-0.15
31-January-2018,7.01,7.40,7.01,7.21,7.250285607884135330,1546701,963,11214024.00,484140,31.30,0.39,0.20
30-January-2018,7.12,7.46,7.11,7.22,7.275996426165457498,1956442,9533,14235065.00,599186,30.63,0.35,0.10
29-January-2018,7.50,7.50,7.17,7.22,7.315682655651348622,1255948,852,9188117.00,590993,47.06,0.33,-0.28
25-January-2018,7.21,7.58,7.21,7.32,7.355230238005819781,1480468,1097,10889183.00,535984,36.20,0.37,0.11
24-January-2018,7.55,7.55,7.23,7.28,7.324927923757108469,1386726,1035,10157668.00,627528,45.25,0.32,-0.27
23-January-2018,7.70,7.80,7.36,7.50,7.613583527138319760,2342131,1356,17832010.00,899707,38.41,0.44,-0.20
22-January-2018,7.44,7.83,7.44,7.64,7.627032561478231179,2345993,1711,17892965.00,969972,41.35,0.39,0.20
19-January-2018,7.50,7.53,7.31,7.43,7.409838741110145346,1862657,1188,13801988.00,760148,40.81,0.22,-0.07
18-January-2018,7.91,8.15,7.31,7.44,7.658540665497688059,4292066,2702,32870962.00,1710616,39.86,0.84,-0.47
17-January-2018,7.67,7.99,7.35,7.89,7.779795101082991149,3230959,2290,25136199.00,1273347,39.41,0.64,0.22
16-January-2018,8.08,8.30,7.55,7.67,7.825916576001954952,5990938,3231,46884581.00,2118015,35.35,0.75,-0.41
15-January-2018,8.50,8.63,8.03,8.09,8.288576362332695984,8368000,5043,69358807.00,3222410,38.51,0.60,-0.41
12-January-2018,7.00,8.35,7.00,8.24,7.875477351662032667,17617253,11114,138744277.00,5748342,32.63,1.35,1.24
11-January-2018,7.20,7.25,6.96,7.04,7.082834361217592896,5878418,10739,41635861.00,2596854,44.18,0.29,-0.16
10-January-2018,7.51,7.67,7.10,7.15,7.262729066524306067,4623002,7718,33575611.00,2180271,47.16,0.57,-0.36
9-January-2018,7.67,7.74,7.51,7.56,7.585045629443149146,2796440,5141,21211125.00,1228701,43.94,0.23,-0.11
8-January-2018,7.78,7.85,7.63,7.66,7.706991642750828930,3723474,6279,28696783.00,1799914,48.34,0.22,-0.12
5-January-2018,7.85,7.85,7.55,7.62,7.707801613753914207,4066915,7005,31346974.00,1907249,46.90,0.30,-0.23
4-January-2018,7.89,8.06,7.67,7.72,7.854180530523591663,5193360,7757,40789587.00,2392637,46.07,0.39,-0.17
3-January-2018,7.89,8.13,7.70,7.77,7.910590873454654233,6197723,11095,49027651.00,2610178,42.12,0.43,-0.12
2-January-2018,8.10,8.23,7.77,7.84,7.970428123947865896,3130542,2765,24951760.00,1586044,50.66,0.46,-0.26
1-January-2018,7.86,8.65,7.86,8.01,8.243408216275567220,8502782,15244,70091903.00,3667288,43.13,0.79,0.15
29-December-2017,8.10,8.22,7.72,7.84,7.940140177155876172,6257653,12317,49686642.00,3021165,48.28,0.50,-0.26
28-December-2017,8.28,8.64,7.90,8.06,8.216445172458027414,3850966,7256,31641251.00,2205674,57.28,0.74,-0.22
27-December-2017,8.57,8.70,8.37,8.44,8.539744090866436476,1353371,3182,11557442.00,771956,57.04,0.33,-0.13
26-December-2017,8.69,8.85,8.49,8.62,8.638002975335693379,1549405,1107,13383765.00,775863,50.07,0.36,-0.07
22-December-2017,8.60,8.82,8.56,8.66,8.692070242097067998,1867598,1564,16233293.00,844388,45.21,0.26,0.06
21-December-2017,8.08,8.85,8.08,8.49,8.516717000490904452,2171502,5928,18494068.00,837824,38.58,0.77,0.41
20-December-2017,8.45,8.49,8.05,8.17,8.203342263043755581,1105299,1154,9067146.00,513643,46.47,0.44,-0.28
19-December-2017,8.35,8.55,8.25,8.38,8.385324019438967359,682135,675,5719923.00,337111,49.42,0.30,0.03
18-December-2017,8.34,8.56,7.87,8.20,8.231527100434656460,1440678,2151,11858980.00,470411,32.65,0.69,-0.14
15-December-2017,8.39,8.57,8.15,8.33,8.381378300253508934,1035072,1054,8675330.00,572843,55.34,0.42,-0.06
14-December-2017,8.50,8.57,8.21,8.35,8.324242529419043681,1325332,7662,11032385.00,573872,43.30,0.36,-0.15
13-December-2017,8.60,8.80,8.40,8.42,8.516412976229410870,1920188,2370,16353114.00,898232,46.78,0.40,-0.18
12-December-2017,8.75,8.94,8.50,8.63,8.688550834564108498,1572857,1406,13665848.00,559478,35.57,0.44,-0.12
11-December-2017,9.10,9.10,8.58,8.70,8.785237790945354556,1445976,1477,12703243.00,534432,36.96,0.52,-0.40
8-December-2017,8.97,9.20,8.83,8.87,8.987790594465767824,2157517,2008,19391311.00,1095180,50.76,0.37,-0.10
7-December-2017,8.20,9.35,8.20,8.82,8.936375343676368719,7192086,5123,64271180.00,2311317,32.14,1.15,0.62
6-December-2017,8.05,8.52,8.00,8.11,8.215712931526143904,1530701,1383,12575800.00,571906,37.36,0.52,0.06
5-December-2017,8.10,8.23,7.84,8.03,7.982625465608558886,1588244,1097,12678357.00,730566,46.00,0.39,-0.07
4-December-2017,8.40,8.55,8.00,8.10,8.265661057470415566,1733344,1473,14327234.00,588960,33.98,0.55,-0.30
1-December-2017,8.71,8.95,8.31,8.36,8.652369703933899032,4110197,2807,35562944.00,1537025,37.40,0.64,-0.35
30-November-2017,7.75,8.51,7.40,8.51,8.287105121352148914,5173868,5137,42876388.00,1822638,35.23,1.11,0.76
29-November-2017,8.05,8.31,7.65,7.74,7.911988586695559030,2599072,4558,20563828.00,1079007,41.52,0.66,-0.31
28-November-2017,8.50,8.60,8.02,8.10,8.285562524557242021,2061510,11808,17080770.00,878741,42.63,0.58,-0.40
27-November-2017,8.55,8.75,8.50,8.57,8.618128449510994829,2006625,1337,17293352.00,999636,49.82,0.25,0.02
24-November-2017,8.80,8.92,8.48,8.59,8.644967510167558990,2351351,1826,20327353.00,1079457,45.91,0.44,-0.21
23-November-2017,9.20,9.20,8.75,8.83,8.985109742920894310,3284631,2523,29512770.00,1512474,46.05,0.45,-0.37
22-November-2017,8.75,9.17,8.20,8.96,8.857789512954359868,5181383,4402,45895600.00,1925681,37.17,0.97,0.21
21-November-2017,9.00,9.49,8.32,8.65,9.080281770487204819,11008676,8519,99961880.00,4489499,40.78,1.17,-0.35
20-November-2017,7.65,8.90,7.65,8.79,8.364544961194107437,11157455,7525,93327034.00,3785565,33.93,1.25,1.14
17-November-2017,7.49,8.07,7.30,7.60,7.732802414006381191,6811581,5082,52672610.00,2271686,33.35,0.77,0.11
16-November-2017,6.35,7.30,6.16,7.17,6.978505746746785595,4844132,3791,33804803.00,1659301,34.25,1.14,0.82
15-November-2017,6.46,6.62,6.06,6.21,6.331393334685893436,2089864,1526,13231751.00,861591,41.23,0.56,-0.25
14-November-2017,6.70,6.95,6.35,6.52,6.615374828990925599,2358062,1870,15599464.00,847078,35.92,0.60,-0.18
13-November-2017,7.33,7.39,6.21,6.78,6.774630558925311156,7149381,4857,48434415.00,1896720,26.53,1.18,-0.55
10-November-2017,7.08,7.77,7.00,7.32,7.438860455945451562,13079898,9011,97299536.00,5063916,38.72,0.77,0.24
9-November-2017,5.74,6.75,5.70,6.75,6.511855321425561839,12246568,5189,79747879.00,5640713,46.06,1.05,1.01
8-November-2017,5.40,5.68,5.39,5.63,5.565637726974334134,2510416,1511,13972066.00,1419410,56.54,0.29,0.23
7-November-2017,5.64,5.74,5.33,5.39,5.458682105916981642,2305466,1502,12584806.00,1276698,55.38,0.41,-0.25
6-November-2017,5.57,5.75,5.53,5.66,5.660365347015560163,2027935,1256,11478853.00,1287219,63.47,0.22,0.09
3-November-2017,5.70,5.70,5.53,5.57,5.581099753900419003,1388056,1284,7746879.00,875992,63.11,0.17,-0.13
2-November-2017,5.70,5.75,5.55,5.62,5.640809444862776738,1244359,1053,7019192.00,785527,63.13,0.20,-0.08
1-November-2017,5.80,5.81,5.57,5.61,5.676835328988061825,1118764,1289,6351039.00,769776,68.81,0.24,-0.19
31-October-2017,6.06,6.06,5.62,5.72,5.778964675258323070,2145182,1645,12396931.00,1314777,61.29,0.44,-0.34
30-October-2017,6.08,6.08,5.82,5.91,5.931639770398176081,4168608,3175,24726681.00,2855171,68.49,0.26,-0.17
27-October-2017,5.70,6.20,5.65,5.84,5.947973287551119441,5485682,3877,32628690.00,2851897,51.99,0.55,0.14
26-October-2017,5.75,5.75,5.50,5.63,5.625693497550583357,1257034,1257,7071688.00,717866,57.11,0.25,-0.12
25-October-2017,5.50,5.95,5.47,5.67,5.705453655305484758,1736175,1137,9905666.00,928014,53.45,0.48,0.17
24-October-2017,5.45,5.64,5.45,5.48,5.532464039057719077,594812,399,3290776.00,326638,54.91,0.19,0.03
23-October-2017,5.50,5.50,5.41,5.45,5.456945362218304356,364711,264,1990208.00,231087,63.36,0.09,-0.05
19-October-2017,5.58,5.64,5.36,5.55,5.559777997947281928,337114,237,1874279.00,208081,61.72,0.28,-0.03
18-October-2017,5.54,5.54,5.42,5.47,5.476968176513292715,544095,238,2979991.00,297458,54.67,0.12,-0.07
17-October-2017,5.54,5.56,5.48,5.53,5.527719836577082866,696108,228,3847890.00,616288,88.53,0.08,-0.01
16-October-2017,5.55,5.55,5.46,5.51,5.502283627760327602,419289,267,2307047.00,215538,51.41,0.09,-0.04
13-October-2017,5.54,5.55,5.48,5.51,5.520698069352362491,466372,305,2574699.00,313929,67.31,0.07,-0.03
12-October-2017,5.50,5.57,5.45,5.49,5.502010943723898391,362765,291,1995937.00,210155,57.93,0.12,-0.01
11-October-2017,5.60,5.60,5.41,5.50,5.543378901726478236,341099,297,1890841.00,243456,71.37,0.19,-0.10
10-October-2017,5.52,5.60,5.51,5.57,5.577220426884489684,1639741,346,9145197.00,1422851,86.77,0.09,0.05
9-October-2017,5.59,5.60,5.49,5.52,5.542366257855490777,440138,356,2439406.00,306485,69.63,0.11,-0.07
6-October-2017,5.81,5.81,5.51,5.52,5.612299769408147578,650500,466,3650801.00,350400,53.87,0.30,-0.29
5-October-2017,5.63,5.76,5.60,5.63,5.658965720091983528,224388,207,1269804.00,131364,58.54,0.16,0.00
4-October-2017,5.65,6.00,5.60,5.70,5.692019610373912384,488109,305,2778326.00,242142,49.61,0.40,0.05
3-October-2017,5.58,5.69,5.55,5.64,5.634881224453668799,440621,294,2482847.00,305066,69.24,0.14,0.06
29-September-2017,5.57,5.69,5.50,5.57,5.616820967682741915,517711,397,2907890.00,282314,54.53,0.19,0.00
28-September-2017,5.45,5.61,5.45,5.57,5.544430295050829897,370648,384,2055032.00,170860,46.10,0.16,0.12
27-September-2017,5.82,5.82,5.46,5.52,5.590172283763797882,816792,631,4566008.00,500173,61.24,0.36,-0.30
26-September-2017,5.85,5.85,5.70,5.74,5.771195520380943982,453610,360,2617872.00,242224,53.40,0.15,-0.11
25-September-2017,5.85,5.85,5.58,5.79,5.713103276996792799,700611,592,4002663.00,297770,42.50,0.27,-0.06
22-September-2017,5.94,5.94,5.65,5.73,5.761971143096614791,800571,735,4612867.00,384402,48.02,0.29,-0.21
21-September-2017,6.20,6.20,5.50,5.86,5.920511919002510965,1484688,1206,8790113.00,805406,54.25,0.70,-0.34
20-September-2017,6.34,6.36,6.08,6.13,6.214002445506346501,1405026,1197,8730835.00,798912,56.86,0.28,-0.21
19-September-2017,6.78,6.79,6.15,6.21,6.305072730696843105,1688558,1816,10646481.00,895799,53.05,0.64,-0.57
18-September-2017,6.00,6.86,6.00,6.57,6.604071274942066910,6858343,4726,45292986.00,3733832,54.44,0.86,0.57
15-September-2017,6.17,6.17,5.85,6.01,6.018241316245808707,1624499,1351,9776627.00,827595,50.94,0.32,-0.16
14-September-2017,6.29,6.50,6.16,6.19,6.330856922245386456,1618875,1569,10248866.00,972869,60.10,0.34,-0.10
13-September-2017,5.87,6.53,5.86,6.21,6.262244839804499191,3053082,3070,19119147.00,1806165,59.16,0.67,0.34
12-September-2017,5.89,5.93,5.78,5.87,5.848347667536526894,414626,487,2424877.00,204333,49.28,0.15,-0.02
11-September-2017,5.84,6.16,5.76,5.85,5.934793235246521110,1198802,788,7114642.00,958846,79.98,0.40,0.01
8-September-2017,5.80,5.95,5.75,5.77,5.809020709833944003,302127,291,1755062.00,200363,66.32,0.20,-0.03
7-September-2017,5.86,5.93,5.77,5.83,5.844882049464857291,428951,396,2507168.00,231562,53.98,0.16,-0.03
6-September-2017,5.80,5.90,5.78,5.81,5.829462489559192028,425015,319,2477609.00,279720,65.81,0.12,0.01
5-September-2017,5.92,5.94,5.81,5.83,5.868733996336539660,208546,209,1223901.00,155122,74.38,0.13,-0.09
4-September-2017,5.94,5.97,5.80,5.85,5.866956319069125194,227399,318,1334140.00,115486,50.79,0.17,-0.09
1-September-2017,5.97,6.00,5.83,5.94,5.906708174081498660,400571,548,2366056.00,211237,52.73,0.17,-0.03
31-August-2017,5.90,5.99,5.84,5.93,5.910538960255383569,182314,209,1077574.00,93205,51.12,0.15,0.03
30-August-2017,5.82,5.94,5.82,5.89,5.887154537043447611,158881,172,935357.00,88048,55.42,0.12,0.07
29-August-2017,5.87,5.96,5.80,5.83,5.864552915983748108,159243,234,933889.00,93543,58.74,0.16,-0.04
28-August-2017,5.73,5.96,5.69,5.88,5.869801444441990414,362216,333,2126136.00,189420,52.29,0.27,0.15
24-August-2017,5.77,5.79,5.66,5.69,5.718461169127355659,149958,181,857529.00,99953,66.65,0.13,-0.08
23-August-2017,5.80,5.80,5.68,5.71,5.734959666625909194,302603,247,1735416.00,151961,50.22,0.12,-0.09
22-August-2017,5.85,5.89,5.70,5.73,5.787946317325833896,140455,224,812946.00,90170,64.20,0.19,-0.12
21-August-2017,5.91,5.95,5.76,5.81,5.887083247404963222,218205,240,1284591.00,122467,56.12,0.19,-0.10
18-August-2017,5.86,5.94,5.75,5.89,5.816780165871329888,613367,389,3567821.00,322025,52.50,0.19,0.03
17-August-2017,6.00,6.09,5.85,5.89,5.937685255114056244,492564,432,2924690.00,277127,56.26,0.24,-0.11
16-August-2017,6.04,6.07,5.86,5.99,5.972580737284277972,577769,389,3450772.00,380111,65.79,0.21,-0.05
14-August-2017,6.02,6.18,5.90,6.03,6.008315877340809223,444451,347,2670402.00,191439,43.07,0.28,0.01
11-August-2017,5.80,6.02,5.51,5.89,5.814329204841902494,1033065,792,6006580.00,365135,35.34,0.51,0.09
10-August-2017,6.12,6.18,5.90,5.95,6.028800180668193890,646489,507,3897553.00,338319,52.33,0.28,-0.17
9-August-2017,6.26,6.33,6.05,6.17,6.180618781325495106,565434,486,3494732.00,262361,46.40,0.28,-0.09
8-August-2017,6.43,6.57,6.22,6.26,6.345671730534827719,840925,579,5336234.00,373091,44.37,0.35,-0.17
7-August-2017,6.30,6.64,6.22,6.53,6.490202357888046155,818105,542,5309667.00,257602,31.49,0.42,0.23
4-August-2017,6.30,6.34,6.23,6.28,6.297150188972782846,473084,367,2979081.00,208133,43.99,0.11,-0.02
3-August-2017,6.53,6.54,6.21,6.25,6.314884525187614588,1035767,777,6540749.00,506650,48.92,0.33,-0.28
2-August-2017,6.55,6.64,6.50,6.51,6.559283592779384208,636677,424,4176145.00,390805,61.38,0.14,-0.04
1-August-2017,6.64,6.78,6.50,6.59,6.647459677996275924,489249,437,3252263.00,314743,64.33,0.28,-0.05
31-July-2017,6.74,6.75,6.62,6.67,6.700577888088493891,536263,414,3593272.00,329785,61.50,0.13,-0.07
28-July-2017,6.76,6.84,6.66,6.74,6.745577345793474389,814330,736,5493126.00,549612,67.49,0.18,-0.02
27-July-2017,7.20,7.25,6.73,6.79,6.946503643134355120,2024493,1887,14063148.00,1209148,59.73,0.52,-0.41
26-July-2017,6.86,7.30,6.81,7.12,7.024262705919308300,2333499,2182,16391110.00,1353808,58.02,0.49,0.26
25-July-2017,6.81,6.85,6.70,6.81,6.782271449588536071,806146,842,5467501.00,482819,59.89,0.15,0.00
24-July-2017,6.85,7.10,6.70,6.80,6.911578520719045735,2067518,1852,14289813.00,1081581,52.31,0.40,-0.05
21-July-2017,6.67,6.78,6.65,6.74,6.712233697802244051,475212,334,3189734.00,309541,65.14,0.13,0.07
20-July-2017,6.79,6.79,6.63,6.67,6.690012424528588673,1019757,342,6822187.00,831911,81.58,0.16,-0.12
19-July-2017,6.66,6.79,6.65,6.73,6.726677015253664488,349162,345,2348700.00,201534,57.72,0.14,0.07
18-July-2017,6.66,6.73,6.65,6.66,6.676806184171566346,378256,335,2525542.00,211668,55.96,0.08,0.00
17-July-2017,6.75,6.80,6.66,6.69,6.713361685936925052,399493,386,2681941.00,263832,66.04,0.14,-0.06
14-July-2017,6.90,6.98,6.67,6.71,6.744540455303450908,1003243,785,6766413.00,531205,52.95,0.31,-0.19
13-July-2017,6.85,7.20,6.71,6.88,6.981786829880110105,3067231,2865,21414753.00,1516347,49.44,0.49,0.03
12-July-2017,6.76,6.84,6.68,6.72,6.752048300122474854,626251,555,4228477.00,410600,65.56,0.16,-0.04
11-July-2017,6.93,6.94,6.75,6.76,6.831705462127426852,936192,981,6395788.00,624105,66.66,0.19,-0.17
10-July-2017,6.84,6.94,6.77,6.79,6.833552945104806063,946367,1075,6467049.00,746006,78.83,0.17,-0.05
7-July-2017,6.90,6.95,6.73,6.84,6.818736985610637483,642558,832,4381434.00,380006,59.14,0.22,-0.06
6-July-2017,6.87,6.99,6.66,6.77,6.855192142537466887,826730,790,5667393.00,502398,60.77,0.33,-0.10
5-July-2017,7.03,7.14,6.81,6.86,6.915007579585649317,534330,853,3694896.00,289698,54.22,0.33,-0.17
4-July-2017,7.29,7.29,6.85,6.90,6.946963070379371178,474443,838,3295938.00,257825,54.34,0.44,-0.39
3-July-2017,6.96,7.49,6.78,7.17,7.244946096308899665,1372355,1494,9942638.00,573854,41.82,0.71,0.21
30-June-2017,6.75,6.77,6.63,6.70,6.727430791477203435,286995,295,1930739.00,193058,67.27,0.14,-0.05
29-June-2017,6.90,6.90,6.70,6.76,6.767995785048153685,373907,455,2530601.00,248187,66.38,0.20,-0.14
28-June-2017,6.63,6.84,6.62,6.66,6.711349632403079631,322636,385,2165323.00,193296,59.91,0.22,0.03
27-June-2017,6.85,6.89,6.63,6.70,6.719894570960174338,251923,285,1692896.00,135698,53.86,0.26,-0.15
23-June-2017,6.80,6.80,6.50,6.69,6.599216358650554209,363942,416,2401732.00,210416,57.82,0.30,-0.11
22-June-2017,6.87,7.00,6.70,6.72,6.783836705735249180,569426,548,3862893.00,348633,61.23,0.30,-0.15
21-June-2017,6.77,6.84,6.71,6.76,6.759685432089068666,203708,249,1377002.00,157445,77.29,0.13,-0.01
20-June-2017,6.80,6.82,6.71,6.77,6.759898335512978695,297449,273,2010725.00,168438,56.63,0.11,-0.03
19-June-2017,6.89,6.90,6.72,6.74,6.822034894460210575,357306,253,2437554.00,252935,70.79,0.18,-0.15
16-June-2017,6.83,7.00,6.78,6.82,6.887110894457764203,201038,202,1384571.00,115448,57.43,0.22,-0.01
15-June-2017,6.90,7.00,6.81,6.89,6.936506395139139361,144172,171,1000050.00,96967,67.26,0.19,-0.01
14-June-2017,7.13,7.13,6.88,6.90,6.914970976222939426,173823,213,1201981.00,115246,66.30,0.25,-0.23
13-June-2017,6.97,7.09,6.97,7.00,7.012338688045778320,100659,122,705855.00,64804,64.38,0.12,0.03
12-June-2017,6.93,7.07,6.90,7.03,6.991818060873035817,270596,194,1891958.00,154529,57.11,0.17,0.10
9-June-2017,7.07,7.07,6.95,7.03,7.018782420214044425,228831,235,1606115.00,117987,51.56,0.12,-0.04
8-June-2017,6.80,7.15,6.70,7.07,6.923308740068104426,704800,744,4879548.00,373223,52.95,0.45,0.27
7-June-2017,7.00,7.00,6.72,6.82,6.804992204039395401,1075557,1231,7319157.00,705650,65.61,0.28,-0.18
6-June-2017,7.10,7.14,6.90,6.93,7.000167902797196023,619406,667,4335946.00,427472,69.01,0.24,-0.17
5-June-2017,7.33,7.33,7.02,7.08,7.130760925542776086,442724,591,3156959.00,292402,66.05,0.31,-0.25
2-June-2017,7.17,7.34,7.08,7.17,7.190522994050490432,497520,671,3577429.00,316160,63.55,0.26,0.00
1-June-2017,7.32,7.32,7.00,7.08,7.136459953817320525,841441,865,6004910.00,600216,71.33,0.32,-0.24
31-May-2017,7.50,7.50,7.22,7.24,7.288260089968228003,254312,432,1853492.00,187222,73.62,0.28,-0.26
30-May-2017,7.74,7.74,7.21,7.30,7.353286813812105058,333910,356,2455336.00,202261,60.57,0.53,-0.44
29-May-2017,7.80,7.95,7.52,7.55,7.662967898243488794,371475,300,2846601.00,231764,62.39,0.43,-0.25
26-May-2017,7.65,7.99,7.65,7.86,7.781288423672063220,340773,356,2651653.00,214002,62.80,0.34,0.21
25-May-2017,7.65,7.75,7.38,7.66,7.593895597603879433,399646,408,3034870.00,232250,58.11,0.37,0.01
24-May-2017,7.74,7.78,7.31,7.40,7.539114877553837919,528763,551,3986405.00,329194,62.26,0.47,-0.34
23-May-2017,8.23,8.23,7.51,7.77,7.832715443129964954,759574,726,5949527.00,346822,45.66,0.72,-0.46
22-May-2017,8.50,8.67,8.23,8.32,8.403743929197690111,217846,279,1830722.00,132083,60.63,0.44,-0.18
19-May-2017,8.65,8.84,8.41,8.50,8.562705870351268943,441115,380,3777138.00,162878,36.92,0.43,-0.15
18-May-2017,8.75,8.75,8.41,8.46,8.538047169811320754,424000,372,3620132.00,214501,50.59,0.34,-0.29
17-May-2017,8.50,9.13,8.25,8.75,8.844514373671244217,1244115,1314,11003593.00,450360,36.20,0.88,0.25
16-May-2017,8.23,8.55,8.18,8.42,8.449135055041951875,220014,255,1858928.00,121446,55.20,0.37,0.19
15-May-2017,8.37,8.50,8.25,8.31,8.340669874564064401,634268,303,5290220.00,507260,79.98,0.25,-0.06
12-May-2017,8.45,8.53,8.26,8.35,8.362651398763800064,335868,348,2808747.00,163923,48.81,0.27,-0.10
11-May-2017,8.70,8.70,8.32,8.36,8.481812950351455069,283251,381,2402482.00,164199,57.97,0.38,-0.34
10-May-2017,8.70,8.95,8.55,8.59,8.726329444264489277,654484,480,5711243.00,283153,43.26,0.40,-0.11
9-May-2017,8.40,8.72,8.30,8.62,8.597043032386383233,434905,372,3738897.00,210122,48.31,0.42,0.22
8-May-2017,8.55,8.55,8.31,8.35,8.395505836575875486,257000,258,2157645.00,131476,51.16,0.24,-0.20
5-May-2017,8.62,8.70,8.30,8.36,8.405701935252252295,412246,329,3465217.00,243503,59.07,0.40,-0.26
4-May-2017,8.48,8.75,8.48,8.62,8.631139133803211510,410461,421,3542746.00,206396,50.28,0.27,0.14
3-May-2017,8.60,8.70,8.36,8.40,8.484671775121177958,349486,318,2965274.00,214434,61.36,0.34,-0.20
2-May-2017,8.90,8.90,8.52,8.56,8.620957109329202352,472527,490,4073635.00,227931,48.24,0.38,-0.34
28-April-2017,8.72,9.00,8.60,8.68,8.690535528905138574,286091,379,2486284.00,169491,59.24,0.40,-0.04
27-April-2017,8.81,8.86,8.61,8.72,8.717949790444959385,239078,258,2084270.00,128049,53.56,0.25,-0.09
26-April-2017,9.02,9.13,8.55,8.70,8.829072922410613535,547678,666,4835489.00,317203,57.92,0.58,-0.32
25-April-2017,9.20,9.39,9.00,9.05,9.121462026591458501,555968,613,5071241.00,339537,61.07,0.39,-0.15
24-April-2017,9.30,9.60,9.25,9.28,9.376041356037128329,1059676,1112,9935566.00,574379,54.20,0.35,-0.02
21-April-2017,9.00,9.56,8.88,9.14,9.224931313928220459,1155984,1201,10663873.00,507082,43.87,0.68,0.14
20-April-2017,9.10,9.13,8.86,8.94,8.979308234070294684,565249,521,5075545.00,291109,51.50,0.27,-0.16
19-April-2017,8.84,9.25,8.50,8.96,9.024664567763196610,1631328,1549,14722188.00,612020,37.52,0.75,0.12
18-April-2017,9.33,9.47,8.57,8.63,8.975649510152313378,2005011,1770,17996276.00,958868,47.82,0.90,-0.70
17-April-2017,7.90,9.30,7.69,9.15,8.833144833194790334,4163569,4491,36777408.00,1625425,39.04,1.61,1.25
13-April-2017,7.92,7.99,7.68,7.84,7.788666761937499758,517822,487,4033143.00,302857,58.49,0.31,-0.08
12-April-2017,8.26,8.26,7.89,7.92,8.016188800002984626,1072161,724,8594645.00,626730,58.45,0.37,-0.34
11-April-2017,8.29,8.41,8.15,8.23,8.243047649199284825,985494,892,8123474.00,407622,41.36,0.26,-0.06
10-April-2017,8.31,8.38,8.16,8.29,8.261006558556090210,525573,460,4341762.00,198256,37.72,0.22,-0.02
7-April-2017,8.42,8.55,8.26,8.32,8.399216164512360303,644523,585,5413488.00,281284,43.64,0.29,-0.10
6-April-2017,8.75,8.75,8.42,8.55,8.542192746759646174,667674,568,5703400.00,354298,53.06,0.33,-0.20
5-April-2017,8.43,8.80,8.43,8.72,8.644283504836544840,1037104,949,8965021.00,497054,47.93,0.37,0.29
3-April-2017,8.25,8.61,8.20,8.43,8.442744555663029570,1370874,1146,11573939.00,751800,54.84,0.41,0.18
31-March-2017,7.60,8.45,7.59,8.16,8.144105926211595320,1656927,1600,13494189.00,657928,39.71,0.86,0.56
30-March-2017,7.42,7.73,7.42,7.62,7.637676856574310687,282927,298,2160905.00,143953,50.88,0.31,0.20
29-March-2017,7.45,7.68,7.43,7.52,7.569002799766436596,935078,634,7077608.00,532666,56.96,0.25,0.07
28-March-2017,7.64,7.67,7.40,7.41,7.452816686629875296,1173826,624,8748310.00,817265,69.62,0.27,-0.23
27-March-2017,7.60,7.69,7.46,7.48,7.557427909463553733,701375,399,5300591.00,400031,57.04,0.23,-0.12
24-March-2017,7.70,7.88,7.55,7.61,7.697673267939091819,646744,621,4978424.00,329308,50.92,0.33,-0.09
23-March-2017,7.73,7.90,7.63,7.71,7.746206676249800351,325572,318,2521948.00,153468,47.14,0.27,-0.02
22-March-2017,7.88,7.88,7.53,7.62,7.637153745923022308,735226,595,5615034.00,484886,65.95,0.35,-0.26
21-March-2017,8.15,8.25,7.80,7.91,8.001157489602592515,1225065,840,9801938.00,527392,43.05,0.45,-0.24
20-March-2017,7.75,8.20,7.60,8.00,7.956507992956226186,2153959,2264,17137992.00,906252,42.07,0.60,0.25
17-March-2017,7.20,7.74,7.20,7.59,7.415464274203849404,1182157,1109,8766243.00,633514,53.59,0.54,0.39
16-March-2017,7.12,7.25,7.10,7.21,7.138106457394421340,1436725,296,10255496.00,1288683,89.70,0.15,0.09
15-March-2017,7.14,7.23,7.08,7.10,7.137114266803845372,305198,292,2178233.00,150586,49.34,0.15,-0.04
14-March-2017,7.20,7.28,7.07,7.09,7.135552097892876921,417109,334,2976303.00,270041,64.74,0.21,-0.11
10-March-2017,7.19,7.19,7.04,7.07,7.101480945828620133,441137,326,3132726.00,236334,53.57,0.15,-0.12
9-March-2017,7.10,7.20,7.10,7.12,7.147334261060098434,361457,218,2583454.00,230270,63.71,0.10,0.02
8-March-2017,7.17,7.30,7.07,7.11,7.146450802778631145,335273,278,2396012.00,210120,62.67,0.23,-0.06
