Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
21-December-2012,14.10,14.71,13.90,14.11,14.231461561891891532,3759095,4694,53497416.00,1408143,37.46,0.81,0.01
20-December-2012,14.88,15.00,14.26,14.40,14.587411321942328118,3812950,4804,55621070.00,1430277,37.51,0.74,-0.48
19-December-2012,15.05,15.65,14.80,14.95,15.129079369427606278,7184076,8656,108688456.00,2496488,34.75,0.85,-0.10
18-December-2012,13.90,15.20,13.32,14.92,14.155499160335099613,6785445,8457,96051361.00,2291993,33.78,1.88,1.02
17-December-2012,13.90,14.20,13.47,13.63,13.860820927830277012,3972968,4482,55068598.00,1422666,35.81,0.73,-0.27
14-December-2012,13.10,14.15,12.76,13.87,13.364546863304383152,3859619,5240,51582059.00,1646223,42.65,1.39,0.77
13-December-2012,13.50,13.70,12.87,12.96,13.271232781012152105,2948707,3856,39132977.00,1376578,46.68,0.83,-0.54
12-December-2012,13.94,14.10,12.95,13.43,13.572562469038889316,3470079,4608,47097864.00,1570319,45.25,1.15,-0.51
11-December-2012,14.20,14.37,13.55,13.78,13.937801412671287564,2348317,3507,32730376.00,1168019,49.74,0.82,-0.42
10-December-2012,14.50,14.55,13.90,14.02,14.239885897088266791,1460436,2746,20796442.00,687215,47.06,0.65,-0.48
7-December-2012,14.50,14.85,14.00,14.10,14.451836596306189492,2182570,4111,31542145.00,1040201,47.66,0.85,-0.40
6-December-2012,14.30,14.47,13.80,14.20,14.107360393206763941,1201607,2407,16951503.00,502239,41.80,0.67,-0.10
5-December-2012,14.24,14.50,13.75,14.19,14.094611708317445515,1518459,3066,21402090.00,583575,38.43,0.75,-0.05
4-December-2012,14.50,14.65,13.70,13.82,14.090538073510586281,1627956,3553,22938776.00,726689,44.64,0.95,-0.68
3-December-2012,12.89,14.64,12.66,14.28,13.995233450016776140,3668901,7024,51347126.00,1424588,38.83,1.98,1.39
30-November-2012,12.25,13.45,12.20,12.66,12.896099479329424805,2572836,5367,33179549.00,1106519,43.01,1.25,0.41
29-November-2012,11.85,12.60,11.79,12.24,12.265784190464121231,1199428,2488,14711925.00,616829,51.43,0.81,0.39
27-November-2012,11.10,12.15,11.01,11.78,11.838703749158217371,794445,1935,9405199.00,322119,40.55,1.14,0.68
26-November-2012,11.29,11.30,11.05,11.11,11.182851469902951962,246785,599,2759760.00,116872,47.36,0.25,-0.18
23-November-2012,11.40,11.45,11.20,11.23,11.319167410632391248,245307,715,2776671.00,123632,50.40,0.25,-0.17
22-November-2012,11.44,11.70,11.21,11.27,11.333783314934552909,158525,416,1796688.00,78562,49.56,0.49,-0.17
21-November-2012,11.35,11.43,11.20,11.30,11.330369055878742594,149896,492,1698377.00,58856,39.26,0.23,-0.05
20-November-2012,11.75,11.80,11.23,11.27,11.477086208925839138,280377,604,3217911.00,122825,43.81,0.57,-0.48
19-November-2012,11.78,11.83,11.41,11.46,11.594816220445531643,555965,1184,6446312.00,391218,70.37,0.42,-0.32
16-November-2012,12.05,12.35,11.65,11.76,12.009652992453443132,387859,917,4658052.00,170174,43.88,0.70,-0.29
15-November-2012,12.11,12.11,11.85,12.06,11.956067278321003361,182347,427,2180153.00,81772,44.84,0.26,-0.05
13-November-2012,12.25,12.25,11.86,12.03,12.022672471533824514,119440,271,1435988.00,69855,58.49,0.39,-0.22
12-November-2012,11.81,12.02,11.66,11.81,11.840955589178490203,210174,449,2488661.00,103186,49.10,0.36,0.00
9-November-2012,11.94,12.12,11.76,11.80,11.900096437960447225,227089,567,2702381.00,118884,52.35,0.36,-0.14
8-November-2012,11.60,11.95,11.60,11.88,11.830211999633068273,207123,469,2450309.00,101316,48.92,0.35,0.28
7-November-2012,11.80,12.10,11.66,11.90,11.966575471316449550,395488,842,4732637.00,189184,47.84,0.44,0.10
6-November-2012,11.88,11.95,11.70,11.75,11.795611287843291986,243306,631,2869943.00,108052,44.41,0.25,-0.13
5-November-2012,12.03,12.10,11.63,11.75,11.845639152873168295,282319,562,3344249.00,187816,66.53,0.47,-0.28
2-November-2012,12.23,12.38,12.02,12.08,12.164449652750560459,255148,694,3103735.00,127100,49.81,0.36,-0.15
1-November-2012,12.50,12.50,11.96,12.14,12.070933559867656263,178928,661,2159828.00,88860,49.66,0.54,-0.36
31-October-2012,12.00,12.10,11.87,11.94,11.978821684964813527,225797,741,2704782.00,103223,45.71,0.23,-0.06
30-October-2012,12.41,12.73,11.95,12.00,12.143507554862136535,430716,1212,5230403.00,207960,48.28,0.78,-0.41
29-October-2012,12.57,12.88,12.32,12.45,12.565954212613869153,367088,1342,4612811.00,109589,29.85,0.56,-0.12
26-October-2012,12.80,12.95,12.50,12.58,12.719415339281536331,316286,1350,4022973.00,175442,55.47,0.45,-0.22
25-October-2012,12.60,12.98,12.60,12.83,12.761245418677385306,256749,1310,3276437.00,121524,47.33,0.38,0.23
23-October-2012,12.75,13.14,12.60,12.70,12.842447017636476038,719815,1597,9244186.00,300371,41.73,0.54,-0.05
22-October-2012,12.68,12.89,12.37,12.56,12.557953499600175017,331395,911,4161643.00,105866,31.95,0.52,-0.12
19-October-2012,12.96,13.35,12.34,12.51,12.755259546556726928,687892,1557,8774241.00,246981,35.90,1.01,-0.45
18-October-2012,12.35,13.15,12.16,12.99,12.745694419899939671,820505,1486,10457906.00,343820,41.90,0.99,0.64
17-October-2012,12.49,12.60,12.12,12.22,12.273943565217960209,305698,687,3752120.00,145201,47.50,0.48,-0.27
16-October-2012,12.63,12.83,12.07,12.16,12.490737631813650910,381220,955,4761719.00,145150,38.08,0.76,-0.47
15-October-2012,12.90,12.90,12.38,12.52,12.580425666992632489,195317,667,2457171.00,90570,46.37,0.52,-0.38
12-October-2012,12.69,13.08,12.50,12.66,12.783509398788255398,386220,1038,4937247.00,129412,33.51,0.58,-0.03
11-October-2012,12.20,12.58,12.20,12.52,12.448301139306902629,306941,897,3820894.00,124086,40.43,0.38,0.32
10-October-2012,13.20,13.20,12.20,12.23,12.499973023280908575,963794,2168,12047399.00,399306,41.43,1.00,-0.97
9-October-2012,13.64,13.72,13.25,13.33,13.477739802212469917,247235,580,3332169.00,104505,42.27,0.47,-0.31
8-October-2012,13.95,14.00,13.33,13.42,13.633254535224240353,538507,1019,7341603.00,279224,51.85,0.67,-0.53
5-October-2012,14.35,14.40,13.55,13.70,13.890659295311526274,836029,1978,11612994.00,389394,46.58,0.85,-0.65
4-October-2012,13.75,14.44,13.70,13.93,14.030102764610221099,1300545,2075,18246780.00,549613,42.26,0.74,0.18
3-October-2012,13.75,13.89,13.57,13.63,13.716566078416392913,471228,900,6463630.00,194687,41.31,0.32,-0.12
1-October-2012,13.50,13.89,13.44,13.55,13.644010651975750434,502442,1039,6855324.00,249810,49.72,0.45,0.05
28-September-2012,13.91,14.11,13.30,13.44,13.823444085787687063,767989,1680,10616253.00,291494,37.96,0.81,-0.47
27-September-2012,13.75,14.65,13.61,13.72,14.042403029941478944,1374548,2558,19301957.00,572593,41.66,1.04,-0.03
26-September-2012,13.70,14.13,13.35,13.60,13.775055463117027176,504840,1332,6954199.00,199446,39.51,0.78,-0.10
25-September-2012,14.69,14.75,14.05,14.14,14.425979419573482272,1395112,2366,20125857.00,603182,43.24,0.70,-0.55
24-September-2012,13.50,14.65,13.39,14.07,14.109819974489566386,2333947,4513,32931572.00,1057510,45.31,1.26,0.57
21-September-2012,12.70,13.90,12.55,13.15,13.407785992037824102,1858286,3934,24915501.00,820617,44.16,1.35,0.45
20-September-2012,12.40,12.45,11.82,12.28,12.136882001122370392,593387,1791,7201868.00,172456,29.06,0.63,-0.12
18-September-2012,11.56,12.59,11.56,12.40,12.344902713596313901,967093,2038,11938669.00,492470,50.92,1.03,0.84
17-September-2012,11.70,11.99,11.50,11.69,11.752356057606584840,742554,1693,8726759.00,327401,44.09,0.49,-0.01
14-September-2012,11.25,11.60,11.16,11.40,11.433433533003224824,502663,1364,5747164.00,261472,52.02,0.44,0.15
13-September-2012,11.20,11.29,10.95,11.08,11.117269298387475415,191687,1264,2131036.00,108251,56.47,0.34,-0.12
12-September-2012,11.08,11.20,10.95,11.03,11.077753090991380197,194436,595,2153914.00,97910,50.36,0.25,-0.05
11-September-2012,10.73,11.10,10.73,10.94,10.960114466338105881,106931,356,1171976.00,45482,42.53,0.37,0.21
10-September-2012,11.25,11.33,10.88,10.92,11.085673283345259948,257128,875,2850437.00,135242,52.60,0.45,-0.33
8-September-2012,11.40,11.40,11.16,11.25,11.277830457045325241,26365,76,297340.00,15689,59.51,0.24,-0.15
7-September-2012,11.50,11.50,11.02,11.13,11.275487142739023785,217698,898,2454651.00,81488,37.43,0.48,-0.37
6-September-2012,11.60,11.69,11.05,11.14,11.285726611096422259,359305,1059,4055018.00,139215,38.75,0.64,-0.46
5-September-2012,11.00,11.85,10.80,11.56,11.447130618715858632,1443813,3501,16527516.00,407446,28.22,1.05,0.56
4-September-2012,10.45,10.69,10.05,10.55,10.408280382285557524,404619,1132,4211388.00,152411,37.67,0.64,0.10
3-September-2012,10.00,10.39,9.95,10.27,10.195323737230568941,190494,604,1942148.00,82577,43.35,0.44,0.27
31-August-2012,10.00,10.09,9.86,9.97,9.970019320377315604,263970,563,2631786.00,150516,57.02,0.23,-0.03
30-August-2012,10.35,10.75,9.90,10.02,10.153675080211294238,819710,2516,8323069.00,451801,55.12,0.85,-0.33
29-August-2012,10.80,11.14,10.50,10.59,10.724182248363474697,391378,1324,4197209.00,209843,53.62,0.64,-0.21
28-August-2012,11.60,11.60,10.72,10.82,10.874652915509718365,347898,1011,3783270.00,178296,51.25,0.88,-0.78
27-August-2012,11.60,11.65,10.65,11.00,11.154271511075371006,341975,983,3814482.00,191619,56.03,1.00,-0.60
24-August-2012,11.56,11.70,11.40,11.49,11.531950295266124223,415896,788,4796092.00,240028,57.71,0.30,-0.07
23-August-2012,11.81,11.96,11.55,11.58,11.676688391154623331,175685,545,2051419.00,86077,49.00,0.41,-0.23
22-August-2012,11.60,12.02,11.60,11.79,11.864650748960961400,246141,892,2920377.00,88308,35.88,0.42,0.19
21-August-2012,11.70,12.25,11.70,11.84,11.975941324604762140,362946,1684,4346620.00,128921,35.52,0.55,0.14
17-August-2012,12.00,12.00,11.50,11.76,11.731675488794861510,354034,1240,4153412.00,170715,48.22,0.50,-0.24
16-August-2012,11.75,12.00,11.53,11.61,11.773603219168050601,402837,994,4742843.00,184779,45.87,0.47,-0.14
14-August-2012,12.00,12.23,11.61,11.72,11.797150174883773293,390831,872,4610692.00,231568,59.25,0.62,-0.28
13-August-2012,12.00,12.35,11.95,12.01,12.153144129406993486,367399,880,4465053.00,174610,47.53,0.40,0.01
10-August-2012,12.56,12.84,11.80,11.98,12.150833882878846608,397298,1074,4827502.00,222857,56.09,1.04,-0.58
9-August-2012,13.25,13.25,12.40,12.70,12.892870399626969835,325979,963,4202805.00,120509,36.97,0.85,-0.55
8-August-2012,13.45,13.65,11.85,13.01,12.707096034412038724,3279085,6513,41667648.00,706306,21.54,1.80,-0.44
7-August-2012,13.75,13.85,13.40,13.44,13.547795559236443724,272881,616,3696936.00,137812,50.50,0.45,-0.31
6-August-2012,13.50,13.85,13.26,13.35,13.589235466682631862,350763,772,4766601.00,171506,48.90,0.59,-0.15
3-August-2012,13.25,13.69,13.16,13.34,13.435306456244615634,400465,888,5380370.00,139105,34.74,0.53,0.09
2-August-2012,13.52,14.05,13.35,13.56,13.714969405723683302,507121,1481,6955149.00,145995,28.79,0.70,0.04
1-August-2012,13.20,13.73,12.85,13.47,13.388340812069301892,732967,2085,9813212.00,266772,36.40,0.88,0.27
31-July-2012,13.28,13.55,12.66,12.78,13.042232432826664264,466182,1220,6080054.00,200351,42.98,0.89,-0.50
30-July-2012,11.75,13.32,11.75,13.21,12.729223349839473254,588064,1665,7485598.00,299740,50.97,1.57,1.46
27-July-2012,12.45,12.79,11.53,11.78,12.081752462145863161,368784,1154,4455557.00,158354,42.94,1.26,-0.67
26-July-2012,12.75,12.89,12.21,12.28,12.462545172150569422,226633,855,2824424.00,124106,54.76,0.68,-0.47
25-July-2012,13.06,13.14,12.55,12.64,12.803276884550640327,336234,802,4304897.00,135600,40.33,0.59,-0.42
24-July-2012,13.53,13.53,13.07,13.20,13.272377740303541315,133425,565,1770867.00,46589,34.92,0.46,-0.33
23-July-2012,13.35,13.44,13.12,13.23,13.273853711145836203,254059,642,3372342.00,112646,44.34,0.32,-0.12
20-July-2012,14.00,14.05,13.40,13.50,13.582204431204617389,268550,652,3647501.00,127903,47.63,0.65,-0.50
19-July-2012,13.99,14.35,13.82,13.89,14.024560382363805281,446695,877,6264701.00,199297,44.62,0.53,-0.10
18-July-2012,13.31,13.98,13.25,13.55,13.610880108356878622,549296,1156,7476402.00,238583,43.43,0.73,0.24
17-July-2012,14.14,14.14,13.31,13.38,13.545083824195740824,397260,692,5380920.00,234205,58.96,0.83,-0.76
16-July-2012,14.29,14.34,13.70,13.79,13.959613287660671211,363164,1044,5069629.00,130261,35.87,0.64,-0.50
13-July-2012,14.50,14.73,14.06,14.15,14.417839991509609176,452276,855,6520843.00,141084,31.19,0.67,-0.35
12-July-2012,14.50,14.65,14.20,14.30,14.366262255496307716,391763,1022,5628170.00,195131,49.81,0.45,-0.20
11-July-2012,14.80,15.20,14.41,14.51,14.910610476840922168,743812,1219,11090691.00,396314,53.28,0.79,-0.29
10-July-2012,14.69,14.95,14.60,14.85,14.765640018270623807,356857,794,5269222.00,128902,36.12,0.35,0.16
9-July-2012,14.97,14.97,14.40,14.54,14.663863838904357542,433134,867,6351418.00,196199,45.30,0.57,-0.43
6-July-2012,15.15,15.40,14.81,14.87,15.007323915656431114,784553,1499,11774041.00,370890,47.27,0.59,-0.28
5-July-2012,15.04,15.50,14.86,15.18,15.233079303256518446,1155375,1794,17599919.00,576364,49.89,0.64,0.14
4-July-2012,14.99,15.30,14.78,14.89,15.029872270013581381,738511,1551,11099726.00,377174,51.07,0.52,-0.10
3-July-2012,14.85,15.15,14.60,14.84,14.928925960435779816,669696,1650,9997842.00,250082,37.34,0.55,-0.01
2-July-2012,14.35,14.94,14.16,14.65,14.631323920985819555,968940,1960,14176875.00,465950,48.09,0.78,0.30
29-June-2012,14.10,14.40,13.83,14.17,14.160403401524892571,873373,2427,12367314.00,393954,45.11,0.57,0.07
28-June-2012,14.00,14.00,13.50,13.77,13.788208013342707233,595981,1242,8217510.00,285290,47.87,0.50,-0.23
27-June-2012,14.39,14.55,13.84,13.96,14.126519480224425073,968341,2893,13679288.00,361859,37.37,0.71,-0.43
26-June-2012,13.50,14.28,13.50,14.00,13.986701350130229096,903024,2131,12630327.00,292293,32.37,0.78,0.50
25-June-2012,14.34,14.40,13.50,13.61,14.047727097070174978,1410289,3578,19811355.00,646623,45.85,0.90,-0.73
22-June-2012,12.31,13.70,12.25,13.70,13.263733326666380940,1679928,3401,22282117.00,734991,43.75,1.45,1.39
21-June-2012,12.08,12.52,12.08,12.46,12.365229832673196223,181023,505,2238391.00,78814,43.54,0.44,0.38
20-June-2012,12.20,12.54,12.20,12.37,12.384146752786818894,237188,658,2937371.00,113620,47.90,0.34,0.17
19-June-2012,12.30,12.34,12.16,12.23,12.238550795479673661,171846,474,2103146.00,97985,57.02,0.18,-0.07
18-June-2012,12.71,12.74,12.18,12.27,12.451712458990299160,339249,751,4224231.00,182908,53.92,0.56,-0.44
15-June-2012,12.60,12.75,12.35,12.57,12.560077081174846698,296311,640,3721689.00,143175,48.32,0.40,-0.03
14-June-2012,12.48,13.10,12.36,12.44,12.714720937403638606,1135050,2361,14431844.00,293759,25.88,0.74,-0.04
13-June-2012,12.47,12.53,12.06,12.27,12.322415120558852249,426016,1056,5249546.00,242913,57.02,0.47,-0.20
12-June-2012,13.00,13.00,12.17,12.27,12.355241472036085268,368904,938,4557898.00,156990,42.56,0.83,-0.73
11-June-2012,12.65,13.25,12.40,12.50,12.883919521987476134,1018216,2029,13118613.00,428514,42.08,0.85,-0.15
8-June-2012,12.80,12.80,12.31,12.58,12.576817484689126077,288847,686,3632776.00,122235,42.32,0.49,-0.22
7-June-2012,12.64,13.10,12.41,12.58,12.710416192673968862,492272,1294,6256982.00,183606,37.30,0.69,-0.06
6-June-2012,12.50,12.88,12.37,12.57,12.583814407664435300,260528,1499,3278436.00,94919,36.43,0.51,0.07
5-June-2012,12.40,12.59,12.05,12.10,12.291719118804091266,101680,450,1249822.00,40741,40.07,0.54,-0.30
4-June-2012,12.00,12.38,11.76,12.27,12.118632256540483080,169330,600,2052048.00,79045,46.68,0.62,0.27
1-June-2012,13.00,13.35,12.00,12.07,12.535172788420060392,438137,1485,5492123.00,233682,53.34,1.35,-0.93
31-May-2012,12.17,13.19,11.95,12.97,12.599503193060350307,409012,1656,5153348.00,142684,34.89,1.24,0.80
30-May-2012,12.10,12.28,12.01,12.11,12.166168104963379028,139401,451,1695976.00,63983,45.90,0.27,0.01
29-May-2012,12.15,12.35,12.05,12.23,12.253706670920124413,137927,530,1690117.00,68482,49.65,0.30,0.08
28-May-2012,12.09,12.34,12.00,12.12,12.134624330237927054,232172,607,2817320.00,104338,44.94,0.34,0.03
25-May-2012,12.00,12.65,11.80,11.88,12.134822410522508691,1083848,3091,13152303.00,450600,41.57,0.85,-0.12
24-May-2012,11.60,11.78,11.27,11.59,11.499392241834901173,416284,849,4787013.00,229346,55.09,0.51,-0.01
23-May-2012,11.40,11.80,11.40,11.57,11.618534514745387892,134754,401,1565644.00,67495,50.09,0.40,0.17
22-May-2012,12.22,12.35,11.45,11.60,11.940315480791960286,156523,453,1868934.00,80452,51.40,0.90,-0.62
21-May-2012,12.35,12.35,12.00,12.09,12.167333445906451738,153974,468,1873453.00,97304,63.20,0.35,-0.26
18-May-2012,12.18,12.75,11.66,12.38,12.327988580084075088,470056,1097,5794845.00,268618,57.15,1.09,0.20
17-May-2012,12.65,12.89,12.06,12.16,12.488879945514209646,323020,1058,4034158.00,152054,47.07,0.83,-0.49
16-May-2012,11.80,12.98,11.77,12.46,12.677867249342782310,1025155,3696,12996779.00,422676,41.23,1.21,0.66
15-May-2012,10.90,11.80,10.70,11.80,11.532903311923868151,254716,1087,2937615.00,144400,56.69,1.10,0.90
14-May-2012,11.60,11.83,10.52,10.73,11.016333589546502690,327852,763,3611727.00,173598,52.95,1.31,-0.87
11-May-2012,12.25,12.32,11.52,11.61,11.796094236251450350,260282,711,3070311.00,140947,54.15,0.80,-0.64
10-May-2012,12.50,12.70,12.10,12.24,12.386544311879514753,159754,411,1978800.00,93227,58.36,0.60,-0.26
9-May-2012,12.65,12.85,11.82,12.42,12.320381712122070209,247202,756,3045623.00,102154,41.32,1.03,-0.23
8-May-2012,13.15,13.38,12.62,12.67,12.794619846585423334,263078,547,3365983.00,146851,55.82,0.76,-0.48
7-May-2012,13.15,13.40,12.71,13.11,12.929003434605638404,226518,511,2928652.00,95632,42.22,0.69,-0.04
4-May-2012,13.25,13.40,12.90,13.12,13.077679382572445002,117779,393,1540276.00,72589,61.63,0.50,-0.13
3-May-2012,13.90,13.90,13.35,13.38,13.518586739709292892,104779,331,1416464.00,62270,59.43,0.55,-0.52
2-May-2012,13.80,14.10,13.65,13.73,13.822054008920920217,91022,342,1258111.00,45991,50.53,0.45,-0.07
30-April-2012,14.50,14.50,13.80,13.85,14.023033625024787841,196669,577,2757896.00,83223,42.32,0.70,-0.65
28-April-2012,13.85,14.30,13.85,14.10,14.096282609491054114,54662,193,770531.00,32215,58.93,0.45,0.25
27-April-2012,14.00,14.25,13.65,13.85,13.940137180914117146,221022,497,3081077.00,136126,61.59,0.60,-0.15
26-April-2012,14.55,14.55,13.85,13.95,14.053594765509196319,228026,509,3204585.00,129076,56.61,0.70,-0.60
25-April-2012,14.80,14.80,14.15,14.20,14.423162603646551139,221305,527,3191918.00,130030,58.76,0.65,-0.60
24-April-2012,14.95,15.00,14.30,14.75,14.643889041749442760,396149,772,5801162.00,217133,54.81,0.70,-0.20
23-April-2012,15.45,15.60,14.65,14.75,15.035637567348663591,283970,604,4269670.00,189381,66.69,0.95,-0.70
20-April-2012,15.50,15.65,15.30,15.35,15.442985186943726511,223249,485,3447631.00,108572,48.63,0.35,-0.15
19-April-2012,15.90,15.90,15.40,15.40,15.536538480208930010,206002,453,3200558.00,125373,60.86,0.50,-0.50
18-April-2012,15.60,16.25,15.60,15.65,15.872857577659837546,420552,1198,6675362.00,160644,38.20,0.65,0.05
17-April-2012,15.70,15.80,15.40,15.50,15.556757709136113440,306487,733,4767944.00,173617,56.65,0.40,-0.20
16-April-2012,15.50,15.85,15.40,15.45,15.624572232852516926,217408,614,3396907.00,113724,52.31,0.45,-0.05
13-April-2012,16.00,16.30,15.20,15.50,15.748701653058720008,382987,803,6031548.00,176053,45.97,1.10,-0.50
12-April-2012,15.95,16.25,15.65,15.75,15.922522875390323247,183822,575,2926910.00,81457,44.31,0.60,-0.20
11-April-2012,16.00,16.15,15.65,15.70,15.886036018048955796,200344,751,3182672.00,74012,36.94,0.50,-0.30
10-April-2012,16.50,16.70,15.90,16.15,16.185399799837221709,256791,664,4156265.00,125609,48.91,0.80,-0.35
9-April-2012,16.85,17.30,16.15,16.35,16.489176306748891085,519878,1483,8572360.00,190325,36.61,1.15,-0.50
4-April-2012,16.80,17.35,16.50,16.95,17.010695718148349941,392774,1241,6681359.00,151214,38.50,0.85,0.15
3-April-2012,16.95,17.30,16.40,16.60,17.020416927311845196,698587,1694,11890242.00,206589,29.57,0.90,-0.35
2-April-2012,16.10,16.50,15.80,16.50,16.311431253844410631,154445,397,2519219.00,97664,63.24,0.70,0.40
30-March-2012,15.15,15.75,15.00,15.75,15.575354410611962155,329138,1043,5126441.00,177838,54.03,0.75,0.60
29-March-2012,15.60,15.65,14.90,15.00,15.164297580629761882,1047380,1989,15882782.00,557490,53.23,0.75,-0.60
28-March-2012,16.00,16.00,14.60,15.65,15.365702292917482790,1063972,2463,16348677.00,444188,41.75,1.40,-0.35
27-March-2012,16.50,16.50,15.35,15.35,15.455729796637643489,566329,1022,8753028.00,409959,72.39,1.15,-1.15
26-March-2012,17.35,17.35,16.15,16.15,16.344508055341480421,435984,1017,7125944.00,253918,58.24,1.20,-1.20
23-March-2012,17.40,17.60,16.70,16.95,17.082951409064497385,550720,1811,9407923.00,212811,38.64,0.90,-0.45
22-March-2012,18.65,18.70,17.35,17.35,17.910125698548691699,621646,2003,11133758.00,287597,46.26,1.35,-1.30
21-March-2012,17.55,18.35,17.15,18.25,17.875097731308473138,603696,1784,10791125.00,188527,31.23,1.20,0.70
20-March-2012,17.00,18.05,16.70,17.60,17.433858096524587359,841713,2421,14674305.00,365044,43.37,1.35,0.60
19-March-2012,17.30,18.40,17.30,17.30,17.647703174821120722,327735,1100,5783770.00,172711,52.70,1.10,0.00
16-March-2012,19.75,19.75,18.10,18.20,19.059599199988609804,1334481,3928,25434673.00,389236,29.17,1.65,-1.55
15-March-2012,20.20,20.20,18.55,19.00,18.969908483550829497,916338,2644,17382848.00,271494,29.63,1.65,-1.20
14-March-2012,18.70,19.25,18.35,19.25,18.971757935836561426,910238,1704,17268815.00,431152,47.37,0.90,0.55
13-March-2012,18.95,18.95,18.25,18.35,18.544230517571938074,481421,1233,8927582.00,187412,38.93,0.70,-0.60
12-March-2012,19.00,19.00,17.90,18.40,18.493952549975093218,479789,1679,8873195.00,182823,38.10,1.10,-0.60
9-March-2012,18.20,18.70,18.00,18.60,18.494306602376206376,671743,1620,12423421.00,343873,51.19,0.70,0.40
7-March-2012,17.95,18.10,17.40,17.85,17.655020418459482275,903839,2567,15957296.00,273635,30.27,0.70,-0.10
6-March-2012,18.45,19.65,18.30,18.30,18.923321602435787186,830286,2684,15711769.00,305813,36.83,1.35,-0.15
5-March-2012,20.70,20.70,19.25,19.25,19.704656404742328414,1458271,2969,28734729.00,587605,40.29,1.45,-1.45
3-March-2012,18.95,20.40,18.50,20.25,19.947435200846872199,2278502,3079,45450271.00,1204742,52.87,1.90,1.30
2-March-2012,15.55,18.60,15.55,18.55,18.302449327277737292,3574655,5569,65424942.00,1291432,36.13,3.05,3.00
1-March-2012,17.80,17.80,16.15,16.95,16.964625710436131383,1040558,3213,17652677.00,254101,24.42,1.65,-0.85
29-February-2012,16.60,17.35,16.51,16.79,16.955041713947231321,1401210,3770,23757574.00,579549,41.36,0.84,0.19
28-February-2012,15.75,16.75,15.70,16.48,16.411506020881222175,1086718,3274,17834679.00,416640,38.34,1.05,0.73
27-February-2012,17.15,17.44,15.53,15.62,16.040875593155918953,1047153,2963,16797251.00,393450,37.57,1.91,-1.53
24-February-2012,15.19,17.90,15.19,17.25,17.332229522270815004,1647021,3723,28546546.00,471545,28.63,2.71,2.06
23-February-2012,17.50,18.00,16.10,16.87,16.921603672491286646,1781461,4472,30145177.00,551160,30.94,1.90,-0.63
22-February-2012,20.00,20.07,17.43,17.50,18.697097827317299844,2685712,5957,50215020.00,999399,37.21,2.64,-2.50
21-February-2012,19.20,20.10,18.84,19.36,19.586311745306314495,2312362,5794,45290643.00,667347,28.86,1.26,0.16
17-February-2012,18.50,20.25,18.20,19.06,19.533552365290232225,6159223,9976,120311505.00,2741757,44.51,2.05,0.56
16-February-2012,16.45,19.75,15.75,18.66,17.899476791873306464,10281377,20248,184031269.00,2487921,24.20,4.00,2.21
15-February-2012,14.00,16.64,13.80,16.55,15.917488935518913405,8319866,12203,132431375.00,2604230,31.30,2.84,2.55
14-February-2012,13.28,14.08,13.00,13.87,13.579001821551834334,2753696,4598,37392443.00,1334258,48.45,1.08,0.59
13-February-2012,12.95,13.64,12.70,13.12,13.128234622503287421,1171891,2610,15384860.00,548157,46.78,0.94,0.17
10-February-2012,12.50,13.40,12.50,12.97,13.029966197767879304,664749,1858,8661657.00,348044,52.36,0.90,0.47
9-February-2012,12.25,12.90,12.25,12.57,12.532524372256127619,517289,1645,6482937.00,252224,48.76,0.65,0.32
8-February-2012,12.50,12.80,12.22,12.27,12.453809017030639086,348607,874,4341485.00,219073,62.84,0.58,-0.23
7-February-2012,12.88,13.09,12.35,12.59,12.684799431178526989,421925,1213,5352034.00,187966,44.55,0.74,-0.29
6-February-2012,12.70,13.40,12.60,12.66,12.958817468353678634,336769,1105,4364128.00,187374,55.64,0.80,-0.04
3-February-2012,12.80,13.20,12.51,12.92,12.965029960457048591,329768,956,4275452.00,117643,35.67,0.69,0.12
2-February-2012,12.45,13.19,12.20,12.82,12.711783166429421705,600645,1777,7635269.00,239352,39.85,0.99,0.37
1-February-2012,12.00,12.40,11.30,12.18,12.013229778890130201,391163,1338,4699131.00,213574,54.60,1.10,0.18
31-January-2012,11.20,11.75,11.15,11.30,11.296360706636011711,203556,797,2299442.00,107660,52.89,0.60,0.10
30-January-2012,11.90,11.93,11.35,11.54,11.712879670149645916,308261,862,3610624.00,148737,48.25,0.58,-0.36
27-January-2012,12.00,12.50,11.80,11.99,12.003853327874073063,439620,784,5277134.00,304658,69.30,0.70,-0.01
25-January-2012,12.99,13.14,12.00,12.08,12.430432655134674789,267719,882,3327863.00,141270,52.77,1.14,-0.91
24-January-2012,12.75,13.05,12.60,12.72,12.764459089254583421,156597,496,1998876.00,92245,58.91,0.45,-0.03
23-January-2012,13.40,13.40,12.60,12.74,12.837492697531765736,109552,493,1406373.00,54082,49.37,0.80,-0.66
20-January-2012,12.70,13.59,12.70,13.11,13.304888255336151923,185199,741,2464052.00,81327,43.91,0.89,0.41
19-January-2012,12.70,13.50,12.50,13.35,13.109826092732309399,255941,1050,3355342.00,119110,46.54,1.00,0.65
18-January-2012,13.50,13.70,12.21,12.57,12.752757986127494927,317895,941,4054038.00,166071,52.24,1.49,-0.93
