Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
18-April-2013,677.00,685.70,668.80,670.80,674.936818417863943223,57770,1526,38991100.00,12630,21.86,16.90,-6.20
17-April-2013,665.00,679.00,657.55,673.25,668.188299282259591387,58099,1883,38821072.00,16128,27.76,21.45,8.25
16-April-2013,657.90,660.30,648.20,657.85,653.456225101881954301,43678,1052,28541661.00,14654,33.55,12.10,-0.05
15-April-2013,654.50,669.50,653.10,657.30,662.492833962421828210,71797,1840,47564998.00,27563,38.39,16.40,2.80
12-April-2013,647.70,661.90,638.25,659.65,657.674480811749842072,101312,3033,66630317.00,37588,37.10,23.65,11.95
11-April-2013,626.00,649.00,626.00,644.90,640.082264096489856780,83159,1956,53228601.00,48837,58.73,23.00,18.90
10-April-2013,617.95,625.75,613.00,623.45,621.479523023935631385,34551,1147,21472739.00,5041,14.59,12.75,5.50
9-April-2013,620.00,624.40,606.20,610.45,615.081044382371198013,25776,886,15854329.00,5667,21.99,18.20,-9.55
8-April-2013,620.00,624.00,614.00,618.90,619.421627050552393706,29870,1029,18502124.00,11431,38.27,10.00,-1.10
5-April-2013,626.00,634.60,615.05,618.40,623.410836762688614540,29160,933,18178660.00,6842,23.46,19.55,-7.60
4-April-2013,630.00,639.90,626.00,630.50,631.859436117888540335,51642,1117,32630485.00,6970,13.50,13.90,0.50
3-April-2013,636.65,642.65,632.00,634.10,638.357907416967819652,29055,1192,18547489.00,10903,37.53,10.65,-2.55
2-April-2013,635.00,644.80,634.20,636.65,638.156031259414151795,56431,1222,36011783.00,27514,48.76,10.60,1.65
1-April-2013,626.15,639.90,625.85,631.20,633.386098592203689076,21523,712,13632369.00,4923,22.87,14.05,5.05
28-March-2013,622.00,637.00,619.35,629.05,630.757506039341999309,43465,1461,27415875.00,10054,23.13,17.65,7.05
26-March-2013,629.20,629.20,616.00,622.05,622.280099276901415173,41903,1156,26075403.00,12989,31.00,13.20,-7.15
25-March-2013,632.80,638.65,625.65,629.15,635.061148559420323139,87083,1728,55303030.00,40086,46.03,13.00,-3.65
22-March-2013,628.80,633.10,618.95,627.85,627.546323350377404431,49284,1372,30927993.00,20462,41.52,14.15,-0.95
21-March-2013,630.00,631.65,619.50,623.20,624.822591858727013591,57534,1331,35948543.00,21590,37.53,12.15,-6.80
20-March-2013,620.00,630.80,618.00,626.55,627.057755536484513446,89723,2429,56261503.00,40340,44.96,12.80,6.55
19-March-2013,617.45,623.00,610.15,619.65,617.795124131485920929,123055,3031,76022779.00,56302,45.75,12.85,2.20
18-March-2013,607.95,620.80,606.60,613.75,614.793832403063400522,215708,2498,132615948.00,140914,65.33,14.20,5.80
15-March-2013,601.40,614.90,598.95,609.80,608.275780323982615566,55682,1718,33870012.00,15474,27.79,15.95,8.40
14-March-2013,599.70,603.25,595.05,599.70,597.914857184494316525,27448,692,16411567.00,11530,42.01,8.20,0.00
13-March-2013,600.00,604.15,597.10,600.70,601.067722903209399318,39322,776,23635185.00,16312,41.48,7.05,0.70
12-March-2013,601.75,604.25,596.85,599.40,600.733746329816410157,30993,679,18618541.00,10179,32.84,7.40,-2.35
11-March-2013,607.80,608.15,599.50,600.65,602.807077869377642988,46822,895,28224633.00,17372,37.10,8.65,-7.15
8-March-2013,595.00,606.00,593.55,604.40,601.103285151116951379,45660,1109,27446376.00,17423,38.16,12.45,9.40
7-March-2013,598.00,599.00,589.25,597.00,593.956729334527006863,33510,1287,19903490.00,8035,23.98,9.75,-1.00
6-March-2013,594.00,602.00,593.00,598.15,598.334274327465958153,30110,899,18015845.00,10475,34.79,9.00,4.15
5-March-2013,599.95,599.95,588.00,596.90,595.258651342942409041,31498,1383,18749457.00,10416,33.07,11.95,-3.05
4-March-2013,587.25,600.05,584.05,594.10,593.919322595849111800,61529,1491,36543262.00,26373,42.86,16.00,6.85
1-March-2013,582.60,598.00,569.00,595.50,587.291913336985526711,113174,2753,66466175.00,50647,44.75,29.00,12.90
28-February-2013,601.00,602.00,581.00,585.20,588.733390748031496062,48768,2171,28711350.00,16233,33.29,21.00,-15.80
27-February-2013,597.80,601.00,586.00,597.65,594.872636019784695955,27496,924,16356618.00,5708,20.76,15.00,-0.15
26-February-2013,610.00,611.00,594.00,596.90,599.063365784620663035,46634,1176,27936721.00,18043,38.69,17.00,-13.10
25-February-2013,605.00,612.00,600.10,609.90,607.889976329970286558,59569,1297,36211398.00,31493,52.87,11.90,4.90
22-February-2013,599.90,601.40,585.80,599.60,596.776170525092510474,32699,1075,19513984.00,7879,24.10,15.60,-0.30
21-February-2013,595.40,598.60,590.65,594.00,593.767825106361166641,39018,977,23167633.00,18667,47.84,7.95,-1.40
20-February-2013,603.00,603.00,593.30,595.25,597.732973726698957874,27252,2004,16289419.00,11151,40.92,9.70,-7.75
19-February-2013,592.00,601.00,589.95,599.75,598.655717905605418334,42227,774,25279435.00,22394,53.03,11.05,7.75
18-February-2013,589.75,593.40,582.00,592.55,591.453019983869522358,44636,726,26400097.00,28383,63.59,11.40,2.80
15-February-2013,585.10,589.55,577.40,586.65,583.260605521322269926,44953,1184,26219314.00,21566,47.97,12.15,1.55
14-February-2013,594.35,597.00,585.10,590.25,589.608443596713875914,66583,2141,39257899.00,31425,47.20,11.90,-4.10
13-February-2013,608.00,608.00,592.00,594.20,599.149404427176524717,39122,1083,23439923.00,13178,33.68,16.00,-13.80
12-February-2013,595.00,606.60,589.15,605.10,599.731308959496878959,42614,1776,25556950.00,15827,37.14,17.45,10.10
11-February-2013,603.80,603.80,590.40,594.75,593.679379529786105709,22628,671,13433777.00,6391,28.24,13.40,-9.05
8-February-2013,594.05,600.70,592.75,598.15,596.725913354585693644,43603,986,26019040.00,19891,45.62,7.95,4.10
7-February-2013,597.00,604.05,590.60,593.70,596.414065087154168046,33217,1054,19811086.00,8335,25.09,13.45,-3.30
6-February-2013,600.00,600.10,593.05,597.35,597.107291469642519387,21148,1059,12627625.00,6295,29.77,7.05,-2.65
5-February-2013,598.00,599.30,588.10,595.00,594.330565844935496231,46974,1315,27918084.00,14480,30.83,11.20,-3.00
4-February-2013,617.00,617.00,595.00,596.60,602.300240756327193720,51089,1400,30770917.00,16711,32.71,22.00,-20.40
1-February-2013,608.30,625.80,607.70,609.05,616.225481163270497131,176915,4243,109019531.00,51136,28.90,18.10,0.75
31-January-2013,605.00,618.25,599.15,604.45,608.170109092545581373,488851,10094,297304566.00,196684,40.23,19.10,-0.55
30-January-2013,596.05,601.15,590.35,599.25,597.334220046818472015,18796,636,11227494.00,7464,39.71,10.80,3.20
29-January-2013,596.15,602.25,593.10,596.80,597.860539295312915325,33859,835,20242960.00,4457,13.16,9.15,0.65
28-January-2013,603.95,605.65,592.00,595.10,600.336547123414408492,41073,1039,24657623.00,15016,36.56,13.65,-8.85
25-January-2013,592.00,601.50,587.90,599.50,596.880940092897693437,50378,1750,30069668.00,16750,33.25,13.60,7.50
24-January-2013,584.25,592.00,581.45,589.15,587.687629107481312690,46957,1624,27596048.00,19241,40.98,10.55,4.90
23-January-2013,588.10,589.70,581.10,585.55,584.875269666676794992,32911,1130,19248830.00,12304,37.39,8.60,-2.55
22-January-2013,595.20,595.20,582.75,585.35,589.880517144120382369,131182,1206,77381706.00,108480,82.69,12.45,-9.85
21-January-2013,588.00,595.90,586.65,593.70,592.918714399713821854,36341,1237,21547259.00,8744,24.06,9.25,5.70
18-January-2013,588.85,593.65,584.05,588.00,589.896549472080113203,45935,1337,27096898.00,14128,30.76,9.60,-0.85
17-January-2013,582.00,588.00,578.00,585.85,582.637739110514094113,96033,2665,55952450.00,58456,60.87,10.00,3.85
16-January-2013,583.15,590.50,578.30,580.10,585.688716440327930408,47937,1383,28076160.00,14577,30.41,12.20,-3.05
15-January-2013,575.00,586.70,571.10,583.10,581.267595648995325549,135417,2639,78713514.00,74753,55.20,15.60,8.10
14-January-2013,588.35,589.65,576.05,578.80,579.343451370775766825,175594,4132,101729234.00,136314,77.63,13.60,-9.55
11-January-2013,590.00,592.00,584.45,587.80,587.081758113081298093,47824,1325,28076598.00,24703,51.65,7.55,-2.20
10-January-2013,594.05,595.15,581.55,585.30,586.160165832860188329,93347,2433,54716293.00,50436,54.03,13.60,-8.75
9-January-2013,600.00,602.00,591.00,592.90,595.086652416256290924,73916,1793,43986425.00,41778,56.52,11.00,-7.10
8-January-2013,599.50,605.35,596.00,597.60,600.188922312320167407,45876,1503,27534267.00,16049,34.98,9.35,-1.90
7-January-2013,610.00,612.90,597.05,599.25,601.625300765585125774,41145,1340,24753873.00,19082,46.38,15.85,-10.75
4-January-2013,608.30,610.80,601.35,604.00,604.662878167856354928,140513,1464,84962995.00,113121,80.51,9.45,-4.30
3-January-2013,616.05,616.05,607.25,609.25,609.838260241833604042,27705,981,16895569.00,12221,44.11,8.80,-6.80
2-January-2013,616.70,619.60,613.55,614.40,616.025260891171111479,24148,814,14875778.00,10506,43.51,6.05,-2.30
1-January-2013,614.15,620.55,613.05,614.50,615.994387176857898429,18529,803,11413760.00,7924,42.77,7.50,0.35
31-December-2012,615.25,617.80,611.00,613.30,614.426469173800134654,20794,753,12776384.00,10674,51.33,6.80,-1.95
28-December-2012,619.00,620.75,609.15,613.05,613.996399607229879623,27497,1322,16883059.00,9177,33.37,11.60,-5.95
27-December-2012,614.25,622.90,610.00,614.15,617.401346850638656077,54646,1872,33738514.00,14704,26.91,12.90,-0.10
26-December-2012,609.10,616.80,606.50,612.95,612.921637630662020905,28700,1279,17590851.00,9409,32.78,10.30,3.85
24-December-2012,604.55,615.95,600.10,606.20,604.369547134935304990,21640,1091,13078557.00,7502,34.67,15.85,1.65
21-December-2012,611.15,611.15,596.15,599.30,601.749144959022564477,46489,1808,27974716.00,19496,41.94,15.00,-11.85
20-December-2012,620.05,622.40,611.00,613.75,617.138397997881193287,65131,2005,40194841.00,23641,36.30,11.40,-6.30
19-December-2012,610.95,623.50,606.70,617.80,618.610177341919853209,112269,2810,69450746.00,46943,41.81,16.80,6.85
18-December-2012,601.05,612.00,594.00,608.60,606.513023669573748139,120281,2325,72951993.00,73593,61.18,18.00,7.55
17-December-2012,608.90,613.00,599.00,599.85,607.610354759549431870,182969,1662,111173859.00,27119,14.82,14.00,-9.05
14-December-2012,608.95,612.70,599.90,604.40,605.505116735094062136,32638,1625,19762476.00,12796,39.21,12.80,-4.55
13-December-2012,608.00,618.00,606.00,609.00,613.088497405753882750,58013,2026,35567103.00,22584,38.93,12.00,1.00
12-December-2012,601.10,610.00,600.05,606.65,605.884466688644469086,33367,1874,20216547.00,15151,45.41,9.95,5.55
11-December-2012,608.90,613.85,596.05,601.15,605.441844239109937771,53030,1684,32106581.00,16760,31.60,17.80,-7.75
10-December-2012,600.65,609.40,597.00,603.70,604.858964783209470814,53554,2060,32392617.00,18352,34.27,12.40,3.05
7-December-2012,597.00,601.00,592.25,598.80,597.982605036122606438,42771,1405,25576314.00,16468,38.50,8.75,1.80
6-December-2012,593.15,595.30,586.05,593.50,590.373723589962769764,388394,1259,229297612.00,109337,28.15,9.25,0.35
5-December-2012,597.00,603.00,589.30,595.25,597.020655352660787067,43427,1608,25926816.00,17103,39.38,13.70,-1.75
4-December-2012,591.95,595.25,586.00,593.65,591.366099667745396686,463199,1436,273920186.00,14560,3.14,9.25,1.70
3-December-2012,593.90,598.25,583.90,585.55,589.392525818309119551,34278,1147,20203197.00,12018,35.06,14.35,-8.35
30-November-2012,578.20,594.80,573.00,590.70,584.040015708366059095,73846,2226,43129019.00,23100,31.28,21.80,12.50
29-November-2012,577.45,580.85,572.10,578.70,576.650471067087923035,35133,1146,20259461.00,16626,47.32,8.75,1.25
27-November-2012,566.50,575.80,566.50,574.30,572.260121082327745974,24281,1104,13895048.00,13290,54.73,9.30,7.80
26-November-2012,563.05,567.35,560.40,564.50,564.537310588011054989,20986,853,11847380.00,6803,32.42,6.95,1.45
23-November-2012,565.10,566.70,558.50,560.10,561.715850181441161223,30864,1078,17336798.00,8820,28.58,8.20,-5.00
22-November-2012,566.05,570.70,561.10,564.45,564.672073587769507890,54683,2271,30877963.00,26374,48.23,9.60,-1.60
21-November-2012,573.00,574.00,560.20,563.15,564.687433281416796458,57143,2326,32267934.00,24180,42.31,13.80,-9.85
20-November-2012,573.00,573.00,558.60,567.50,564.581223433746072814,37877,1439,21384643.00,5899,15.57,14.40,-5.50
19-November-2012,577.00,578.00,557.10,562.10,563.363493027830816409,69132,3256,38946445.00,40493,58.57,20.90,-14.90
16-November-2012,577.00,578.50,571.10,575.15,575.601253427340383862,30636,1060,17634120.00,10374,33.86,7.40,-1.85
15-November-2012,588.90,588.90,574.00,577.00,580.325776525345913941,31583,1007,18328429.00,15125,47.89,14.90,-11.90
13-November-2012,588.70,590.00,582.50,584.50,585.041146474415333216,11374,549,6654258.00,5584,49.09,7.50,-4.20
12-November-2012,585.05,589.90,579.35,585.25,586.252901417306332032,152684,1431,89511438.00,31840,20.85,10.55,0.20
9-November-2012,584.00,588.80,580.00,583.35,583.784935536904040841,23114,837,13493605.00,6367,27.55,8.80,-0.65
8-November-2012,587.00,591.85,575.00,583.10,583.413061870080188332,54372,2223,31721335.00,11243,20.68,16.85,-3.90
7-November-2012,587.05,590.00,581.20,588.20,585.298375657107890857,71906,1768,42086465.00,36917,51.34,8.80,1.15
6-November-2012,586.50,589.65,583.85,586.85,586.656280428432327166,30810,1025,18074880.00,9133,29.64,5.80,0.35
5-November-2012,579.00,587.65,579.00,583.85,584.745570215522213250,112703,2768,65902580.00,52666,46.73,8.65,4.85
2-November-2012,567.50,579.50,567.50,578.70,576.854638453720925773,208604,4652,120334185.00,134207,64.34,12.00,11.20
1-November-2012,569.00,569.35,564.00,566.05,566.286069090088055994,57577,1126,32605053.00,40524,70.38,5.35,-2.95
31-October-2012,567.00,572.20,565.20,566.60,568.419759953161592505,34160,1169,19417219.00,15830,46.34,7.00,-0.40
30-October-2012,566.50,571.00,563.95,566.35,566.276245166973913894,61297,1416,34711035.00,35353,57.67,7.05,-0.15
29-October-2012,569.05,574.80,562.50,564.95,567.058914588681484539,77519,1647,43957840.00,48243,62.23,12.30,-4.10
26-October-2012,571.10,572.00,561.50,566.00,566.422169059011164274,43890,1516,24860269.00,12614,28.74,10.50,-5.10
25-October-2012,562.00,578.20,558.00,574.00,572.318172426746806912,106480,4158,60940439.00,38027,35.71,20.20,12.00
23-October-2012,572.80,579.50,558.50,562.70,571.494175031478365243,169958,5324,97130007.00,38608,22.72,21.00,-10.10
22-October-2012,571.30,575.05,568.00,569.80,570.614518107288102769,30982,1092,17678779.00,7894,25.48,7.05,-1.50
19-October-2012,573.00,579.90,569.50,571.30,574.845169618189229584,88316,2509,50768026.00,41320,46.79,10.40,-1.70
18-October-2012,574.80,577.15,568.15,570.50,573.476830076950360078,64847,2050,37188252.00,15686,24.19,9.00,-4.30
17-October-2012,555.10,574.25,555.10,571.55,567.840499930065738206,100094,4161,56837427.00,41001,40.96,19.15,16.45
16-October-2012,560.00,564.40,552.10,554.80,558.978698314884552474,52578,1873,29389982.00,17806,33.87,12.30,-5.20
15-October-2012,570.05,571.40,559.00,562.40,563.251929404726293748,50145,1974,28244268.00,10337,20.61,12.40,-7.65
12-October-2012,555.00,567.90,553.40,566.35,562.513149975639347707,104677,3511,58882189.00,30031,28.69,14.50,11.35
11-October-2012,562.05,570.50,540.15,549.70,553.172716074856346094,159933,5346,88470572.00,49145,30.73,30.35,-12.35
10-October-2012,579.00,579.00,565.10,567.40,569.552536934522760128,56722,1589,32306159.00,32869,57.95,13.90,-11.60
9-October-2012,567.30,577.75,567.25,574.20,574.385450021884862586,43409,1570,24933498.00,11686,26.92,10.50,6.90
8-October-2012,573.60,574.90,565.00,566.15,569.118626599034011680,49483,1701,28161697.00,17298,34.96,9.90,-7.45
5-October-2012,590.00,590.00,565.00,568.70,568.788238721145214698,168213,4251,95677576.00,84960,50.51,25.00,-21.30
4-October-2012,600.15,600.15,575.25,579.35,581.663778106352908099,398353,5797,231707511.00,329326,82.67,24.90,-20.80
3-October-2012,603.90,603.90,593.90,597.55,598.488450451125004679,53422,1383,31972450.00,34987,65.49,10.00,-6.35
1-October-2012,600.05,604.10,594.80,598.85,600.369872990496491695,56295,2024,33797822.00,20406,36.25,9.30,-1.20
28-September-2012,600.15,603.00,591.00,596.30,596.250962665327306211,119460,4295,71228140.00,52313,43.79,12.00,-3.85
27-September-2012,590.00,598.80,586.65,595.05,593.080242233461615977,104197,3570,61797182.00,43109,41.37,12.15,5.05
26-September-2012,583.05,591.95,582.10,585.20,587.561044182777332708,66157,2371,38871276.00,20696,31.28,9.85,2.15
25-September-2012,576.95,586.85,576.95,583.20,582.532847735602907374,64388,2437,37508125.00,26551,41.24,9.90,6.25
24-September-2012,584.80,585.95,576.00,577.30,578.677514708808231248,105549,2489,61078833.00,55226,52.32,9.95,-7.50
21-September-2012,581.05,588.80,577.15,583.50,581.891521525210271196,246943,3769,143694038.00,182927,74.08,11.65,2.45
20-September-2012,567.80,581.35,562.70,578.75,576.816090936258287308,90349,3080,52114757.00,27773,30.74,18.65,10.95
18-September-2012,573.00,580.40,558.55,567.80,570.128640237390425539,279034,4992,159085275.00,180391,64.65,21.85,-5.20
17-September-2012,576.85,580.00,540.95,572.95,571.038377827254000291,240295,5179,137217667.00,126289,52.56,39.05,-3.90
14-September-2012,620.00,620.00,571.10,575.20,583.294427567243940838,225485,9020,131524144.00,95442,42.33,48.90,-44.80
13-September-2012,616.00,617.10,596.85,599.20,601.956134528703749566,100945,3207,60764462.00,47376,46.93,20.25,-16.80
12-September-2012,617.55,622.00,612.00,618.95,618.495813178326084305,49202,1671,30431231.00,18123,36.83,10.00,1.40
11-September-2012,626.05,626.05,612.15,616.35,617.279756629627104778,58676,2302,36219507.00,26378,44.96,13.90,-9.70
10-September-2012,620.00,631.90,616.00,626.60,624.713388690639582761,87432,3318,54619941.00,38313,43.82,15.90,6.60
8-September-2012,608.90,618.70,608.90,617.15,615.756696300544880986,17435,471,10735718.00,8223,47.16,9.80,8.25
7-September-2012,612.05,615.05,606.50,609.30,609.851326418929483504,95935,2540,58506087.00,45655,47.59,8.55,-2.75
6-September-2012,587.25,611.95,586.55,606.45,601.973515870556465536,90356,3277,54391919.00,43090,47.69,25.40,19.20
5-September-2012,594.50,597.90,584.00,586.05,590.910969646646369591,21678,969,12809768.00,6984,32.22,13.90,-8.45
4-September-2012,590.20,598.80,586.00,594.55,594.608484480534264248,39531,1607,23505468.00,8524,21.56,12.80,4.35
3-September-2012,595.65,598.60,583.45,589.10,590.111578389027809350,52788,1832,31150810.00,13592,25.75,15.15,-6.55
31-August-2012,588.50,601.40,582.30,593.35,593.333778535402351369,113806,3646,67524944.00,43384,38.12,19.10,4.85
30-August-2012,579.80,594.00,578.00,590.25,587.592847148546212156,65037,2795,38215276.00,29784,45.80,16.00,10.45
29-August-2012,573.25,580.00,572.25,578.50,577.137342740881771008,26787,999,15459778.00,12962,48.39,7.75,5.25
28-August-2012,575.00,577.50,565.10,570.70,572.324119821718550253,28943,942,16564777.00,12646,43.69,12.40,-4.30
27-August-2012,584.00,584.00,571.55,573.35,575.561552562927448353,28366,1022,16326379.00,17599,62.04,12.45,-10.65
24-August-2012,573.60,587.60,573.50,581.75,582.993020408909027790,54731,2033,31907791.00,20194,36.90,14.10,8.15
23-August-2012,580.40,583.25,576.75,578.55,579.219600446514492474,51958,1989,30095092.00,16027,30.85,6.50,-1.85
22-August-2012,570.10,579.95,569.95,576.95,574.490870823467508550,38010,1384,21836398.00,9900,26.05,10.00,6.85
21-August-2012,571.15,578.00,568.00,571.50,572.124113065384704278,43267,1285,24754094.00,17674,40.85,10.00,0.35
17-August-2012,563.30,572.00,563.05,571.15,568.908326096828419148,125521,3144,71409942.00,60375,48.10,8.95,7.85
16-August-2012,576.95,576.95,548.50,556.40,557.556097195140242987,93338,3235,52041171.00,47941,51.36,28.45,-20.55
14-August-2012,582.55,583.50,573.90,575.30,576.330110940677059180,28033,1010,16156262.00,12871,45.91,9.60,-7.25
13-August-2012,581.50,590.85,578.00,583.30,584.252372823489245476,14645,799,8556376.00,2688,18.35,12.85,1.80
10-August-2012,582.55,588.00,578.95,581.30,582.484595784109335186,17268,860,10058344.00,2872,16.63,9.05,-1.25
9-August-2012,582.00,589.50,578.00,582.25,582.515806592360477569,25211,884,14685806.00,10640,42.20,11.50,0.25
8-August-2012,590.00,591.85,579.00,581.55,583.807838972824250615,20717,805,12094747.00,8039,38.80,12.85,-8.45
7-August-2012,593.90,597.80,587.75,589.75,593.847746870968472036,44183,1757,26237975.00,17643,39.93,10.05,-4.15
6-August-2012,575.00,599.90,575.00,591.20,590.303099987521614346,56097,1294,33114233.00,34393,61.31,24.90,16.20
3-August-2012,593.80,593.80,578.65,580.60,584.399368753287743293,38020,1736,22218864.00,17312,45.53,15.15,-13.20
2-August-2012,595.20,602.80,588.50,591.65,596.677511234888284068,47397,1377,28280724.00,21881,46.17,14.30,-3.55
1-August-2012,603.85,604.00,587.00,595.75,595.161089107323252569,62363,2622,37116031.00,26725,42.85,17.00,-8.10
31-July-2012,590.50,604.00,587.05,601.10,597.430260225856403671,79431,2937,47454483.00,32689,41.15,16.95,10.60
30-July-2012,569.85,596.55,568.50,590.25,586.620306170630482864,80478,2737,47210029.00,36818,45.75,28.05,20.40
27-July-2012,581.25,581.25,563.15,566.35,567.592366447127698499,43728,1752,24819679.00,19784,45.24,18.10,-14.90
26-July-2012,587.00,589.50,562.55,566.05,572.143057773331537736,51979,1832,29739424.00,23900,45.98,26.95,-20.95
25-July-2012,590.75,593.85,580.00,584.40,585.069954923717059639,138432,3233,80992404.00,58463,42.23,13.85,-6.35
24-July-2012,575.00,587.70,563.30,582.15,575.524939895225471800,348558,8788,200603822.00,115421,33.11,24.40,7.15
23-July-2012,563.25,573.95,563.20,570.30,567.828638140195929140,19701,892,11186792.00,8759,44.46,10.75,7.05
20-July-2012,571.60,572.95,566.00,568.70,569.790771398379711165,11356,570,6470544.00,3556,31.31,6.95,-2.90
19-July-2012,569.90,573.00,566.00,571.60,569.586175209311823565,29382,1334,16735581.00,14656,49.88,7.00,1.70
18-July-2012,570.50,575.60,565.25,569.15,569.928069827415195397,25205,1295,14365037.00,8243,32.70,10.35,-1.35
17-July-2012,574.95,582.50,566.50,570.40,571.745738431858101298,138916,2723,79424631.00,100187,72.12,16.00,-4.55
16-July-2012,557.55,574.10,555.20,571.00,569.695630940014573869,128998,3297,73489597.00,76277,59.13,18.90,13.45
13-July-2012,554.00,556.50,550.00,554.45,554.461866118312341644,27233,1245,15099660.00,12138,44.57,6.50,0.45
12-July-2012,548.75,554.00,546.60,552.15,551.977733484753671556,647205,1445,357242749.00,625791,96.69,7.40,3.40
11-July-2012,548.40,549.65,545.85,546.70,547.919225037257824143,20130,641,11029614.00,6988,34.71,3.80,-1.70
10-July-2012,545.50,550.00,545.25,547.35,547.216249161002630787,129619,1168,70929623.00,109807,84.72,4.75,1.85
9-July-2012,547.95,549.00,541.00,544.65,545.842969776609724047,25874,1286,14123141.00,11792,45.57,8.00,-3.30
6-July-2012,541.75,547.85,541.00,546.60,544.527546041240358885,38118,1482,20756301.00,20609,54.07,6.85,4.85
5-July-2012,539.40,544.00,537.55,540.30,541.084437648657832144,41202,1428,22293761.00,12885,31.27,6.45,0.90
4-July-2012,539.55,547.80,536.50,537.90,544.733608794604990216,119073,2198,64863065.00,81049,68.07,11.30,-1.65
3-July-2012,545.00,547.50,536.00,537.35,541.675034674063800277,21630,1009,11716431.00,8929,41.28,11.50,-7.65
2-July-2012,543.40,545.40,541.10,543.40,543.842108784371445775,14947,563,8128808.00,5663,37.89,4.30,0.00
29-June-2012,535.00,544.40,534.00,539.00,539.789825924721428204,58423,1621,31536141.00,31960,54.70,10.40,4.00
28-June-2012,523.95,534.80,523.95,533.15,531.307026547846778332,42866,1449,22775007.00,14129,32.96,10.85,9.20
27-June-2012,528.00,528.70,522.05,523.80,525.243114909781576448,13689,597,7190053.00,5706,41.68,6.65,-4.20
26-June-2012,520.00,528.00,518.95,523.85,524.192011874240993118,37055,387,19423935.00,31758,85.71,9.05,3.85
25-June-2012,530.40,531.00,520.45,521.85,524.165834067979234009,20418,764,10702418.00,4943,24.21,10.55,-8.55
22-June-2012,526.00,533.65,524.00,526.55,528.809712757698611230,23186,929,12260982.00,5592,24.12,9.65,0.55
21-June-2012,528.70,532.00,524.00,527.00,527.428833734329492212,31588,758,16660422.00,18367,58.15,8.00,-1.70
20-June-2012,522.95,528.80,522.00,525.55,526.476770589295368534,27745,1039,14607098.00,7293,26.29,6.80,2.60
19-June-2012,515.00,521.55,515.00,518.95,519.179071156809106059,31803,1109,16511452.00,11341,35.66,6.55,3.95
18-June-2012,517.00,519.00,507.00,514.35,513.023049581732667935,27853,901,14289231.00,8487,30.47,12.00,-2.65
15-June-2012,517.00,517.50,507.00,513.55,511.565025993627368774,47704,1574,24403698.00,14269,29.91,10.50,-3.45
14-June-2012,517.55,520.00,514.05,515.30,516.400194478958457133,18511,715,9559084.00,6081,32.85,5.95,-2.25
13-June-2012,512.15,523.10,512.15,515.65,518.529140709468156309,38846,1605,20142783.00,13018,33.51,10.95,3.50
12-June-2012,523.90,526.30,507.30,510.45,513.776106757042999364,70815,3145,36383055.00,34453,48.65,19.00,-13.45
11-June-2012,547.05,548.10,522.10,524.45,531.277709899333315625,75298,2698,40004149.00,39824,52.89,26.00,-22.60
8-June-2012,546.00,551.55,538.15,546.10,540.770615304112287613,129952,1134,70274223.00,103065,79.31,13.40,0.10
7-June-2012,556.95,558.95,544.40,548.40,548.761570328176581008,30898,1203,16955635.00,5208,16.86,14.55,-8.55
6-June-2012,542.35,558.70,538.00,551.50,548.971726969050589608,49694,2077,27280601.00,14620,29.42,20.70,9.15
5-June-2012,533.65,545.00,527.35,541.00,537.857170599087290028,61794,2083,33236346.00,25382,41.08,17.65,7.35
4-June-2012,535.15,539.95,523.15,533.05,532.953286008701625830,17468,411,9309628.00,11264,64.48,16.80,-2.10
1-June-2012,544.00,545.00,534.50,537.90,539.135561030695000513,19482,722,10503439.00,7160,36.75,10.50,-6.10
31-May-2012,525.15,545.00,525.10,539.40,535.002472861394023219,23859,823,12764624.00,7696,32.26,19.90,14.25
30-May-2012,532.45,533.95,523.50,529.05,526.849098486907674186,22074,971,11629667.00,4969,22.51,10.45,-3.40
29-May-2012,533.00,535.00,528.10,531.10,530.834949451027285574,91990,648,48831507.00,79924,86.88,6.90,-1.90
28-May-2012,533.60,540.00,530.45,532.35,535.746269362658153009,42285,979,22654031.00,22832,54.00,9.55,-1.25
25-May-2012,533.20,535.40,525.10,532.85,532.428021191730353499,65686,1421,34973067.00,40554,61.74,10.30,-0.35
24-May-2012,537.55,541.90,528.25,533.20,533.754947722180731889,32136,885,17152749.00,16224,50.49,13.65,-4.35
23-May-2012,541.55,547.40,521.90,539.45,531.239178601245905850,62284,2513,33087701.00,13595,21.83,25.50,-2.10
22-May-2012,545.20,553.25,541.95,544.85,548.231479162940439992,27955,1240,15325811.00,8535,30.53,11.30,-0.35
21-May-2012,536.00,549.05,533.05,544.00,544.062253449589435367,59065,1199,32135037.00,37311,63.17,16.00,8.00
18-May-2012,542.00,548.45,529.00,537.10,535.098391647034871884,34383,1026,18398288.00,17289,50.28,19.45,-4.90
17-May-2012,547.30,552.00,534.25,544.15,543.170890206101473707,36778,1371,19976739.00,6976,18.97,17.75,-3.15
16-May-2012,534.40,553.65,534.40,540.45,544.993169594470234565,48899,2724,26649621.00,12016,24.57,19.25,6.05
15-May-2012,535.70,538.95,532.00,537.60,536.051010781671159029,14840,649,7954997.00,2744,18.49,6.95,1.90
